122.7126289,124.3556701,122.1971649,124.4845361,122.1971649,123.8724227,122.1649485,123.3569588,122.6804124,122.8414948,123.7757732,122.9059278,124.2912371,123.2603093,120.6185567,123.7113402,123.0347938,124.1301546,122.7448454,123.7113402,120.2319588,123.9690722,122.3260309,123.4536082,121.6494845,121.7139175,120.9729381,120.7796392,122.2615979,121.746134,122.2938144,120.9085052,121.4239691,120.5219072,122.5193299,120.6829897,121.8427835,121.9072165,123.2925258,120.7152062,124.935567,NaN,NaN,NaN,NaN,
123.4858247,124.0012887,122.8737113,121.0051546,123.3247423,121.5206186,124.0012887,123.9046392,123.4536082,123.1636598,122.4548969,123.6469072,121.3595361,124.0979381,121.6494845,122.8414948,123.8402062,122.2938144,121.8427835,122.4871134,124.5811856,121.8427835,124.4201031,121.746134,121.9716495,121.4884021,122.003866,122.068299,120.9407216,123.4858247,123.0025773,124.5811856,122.1005155,122.7770619,121.681701,123.5502577,121.746134,123.2280928,122.7126289,123.1636598,122.8737113,NaN,NaN,NaN,NaN,
123.7435567,123.8402062,122.9381443,123.5824742,121.4561856,124.6134021,122.5515464,124.3556701,122.0360825,122.6804124,122.9381443,122.7770619,124.1945876,122.3260309,120.9407216,123.2280928,123.2603093,122.3260309,122.3582474,123.5824742,122.003866,124.9677835,120.8440722,123.1958763,121.5850515,127.4806701,121.1984536,120.9729381,122.7448454,123.5502577,122.8092784,122.0360825,122.1005155,121.0373711,122.1971649,121.0051546,123.0025773,121.6494845,123.9368557,121.617268,124.2590206,NaN,NaN,NaN,NaN,
123.5824742,124.2912371,123.5824742,124.1623711,124.2590206,120.9407216,124.9033505,123.1314433,123.0347938,122.5193299,121.7783505,123.6146907,122.3904639,123.5824742,122.6481959,123.5180412,122.1005155,122.7448454,123.6469072,122.9703608,124.3234536,122.3260309,124.3556701,120.8440722,121.5206186,123.2603093,121.3273196,122.5837629,121.4884021,122.4548969,122.1971649,123.3569588,122.3904639,123.0992268,121.5206186,123.6146907,123.1958763,123.5180412,122.1971649,123.9046392,122.7770619,NaN,NaN,NaN,NaN,
123.2603093,124.2268041,123.0025773,124.0335052,123.4536082,123.7435567,122.2938144,122.9059278,121.5206186,122.4226804,123.8079897,121.7139175,122.3260309,124.1945876,120.9085052,122.8737113,124.0012887,123.5502577,123.3247423,123.3891753,122.9059278,125.193299,122.2615979,124.0979381,121.3917526,123.0992268,121.875,125.9342784,123.3247423,122.2293814,123.0347938,122.2615979,122.1649485,120.9729381,121.6494845,121.2306701,121.4884021,121.681701,123.2603093,121.5206186,124.8389175,NaN,NaN,NaN,NaN,
122.5193299,124.4523196,123.1314433,123.9368557,123.3891753,129.0270619,125.0966495,123.2925258,122.8092784,122.6481959,121.4561856,123.4536082,121.939433,122.8737113,121.810567,123.5502577,123.8402062,123.2280928,124.742268,123.1958763,124.5811856,122.7770619,124.0657216,122.3260309,121.2951031,123.7757732,121.3917526,122.8737113,127.0618557,122.5193299,121.9716495,122.2938144,121.875,123.5180412,121.3595361,123.1314433,121.5850515,123.4213918,122.4548969,123.2280928,122.9059278,NaN,NaN,NaN,NaN,
122.7448454,123.9690722,123.6146907,123.8724227,123.1314433,125,128.253866,124.3878866,121.7139175,122.4226804,123.0992268,121.810567,123.4536082,123.5824742,121.2306701,124.6778351,123.3891753,123.6791237,122.7448454,123.8724227,122.0360825,124.4845361,122.9059278,123.8724227,121.6494845,122.8414948,122.4871134,122.8737113,124.3234536,126.8363402,122.4548969,122.132732,122.1649485,120.9407216,122.5193299,120.7474227,123.0347938,121.1340206,122.7770619,121.1340206,124.5489691,NaN,NaN,NaN,NaN,
122.7126289,124.871134,122.9703608,124.2268041,123.4213918,123.1636598,124.8389175,123.0347938,122.8737113,122.4871134,121.3273196,122.6159794,121.1018041,123.5180412,122.1005155,123.2925258,124.0657216,123.4213918,123.9690722,123.5824742,124.9677835,122.9703608,125.064433,122.2293814,121.4239691,123.7113402,121.810567,122.6159794,121.4239691,122.9059278,127.2873711,122.9381443,122.7770619,123.9368557,122.068299,123.7113402,122.5837629,124.2590206,122.4871134,123.9368557,122.7770619,NaN,NaN,NaN,NaN,
122.8737113,124.3234536,123.4213918,123.4858247,123.1958763,124.7744845,123.5180412,124.5167526,122.6804124,122.2938144,123.1636598,122.1971649,124.0335052,122.7448454,121.681701,123.9046392,123.4858247,124.0657216,123.4536082,124.2912371,122.9703608,124.935567,123.1636598,123.6469072,121.681701,122.5837629,122.003866,122.2615979,123.3247423,122.6159794,123.1314433,127.0296392,122.2938144,121.9716495,122.3582474,120.7796392,122.8737113,121.939433,123.2925258,121.617268,124.0657216,NaN,NaN,NaN,NaN,
123.2280928,124.3234536,122.2938144,123.3891753,123.5180412,124.8389175,124.0335052,122.4226804,122.5515464,122.1005155,121.939433,122.9059278,121.2628866,123.3247423,121.1340206,124.0979381,124.6134021,123.0025773,124.3234536,122.1649485,125.2899485,123.9368557,124.2590206,123.0025773,122.4548969,123.2603093,122.068299,123.2603093,122.4548969,123.6791237,122.1649485,123.8402062,121.5528351,122.7126289,122.1649485,123.5502577,122.2938144,123.0347938,122.9059278,123.8079897,122.0360825,NaN,NaN,NaN,NaN,
123.1314433,123.9690722,123.0992268,123.0992268,124.1945876,123.0347938,124.5167526,123.1314433,123.1636598,122.132732,123.3247423,122.6159794,124.0335052,122.9381443,121.681701,122.4226804,124.2912371,124.4845361,123.6791237,124.2268041,122.8414948,125.064433,123.2603093,124.7100515,122.6481959,123.4536082,121.6494845,122.7126289,122.2615979,123.0025773,123.3569588,122.4871134,122.1649485,127.4162371,122.6481959,121.0695876,122.3260309,121.7139175,122.3582474,122.1971649,124.2590206,NaN,NaN,NaN,NaN,
